Article,Token Count,Average Sentence Length,Percentage of Complex Words,Fog Index
bctech2053.txt,463,46.29999537000047,0.8596112292449002,18.863842639698145
bctech2054.txt,500,26.31578808864273,0.837999998324,10.861515234786694
bctech2055.txt,563,25.590907927686,0.8348134976291057,10.570288570126044
bctech2056.txt,1136,33.41176372318342,0.8301056330720901,13.696747742502204
bctech2057.txt,507,84.49998591666902,0.9033530554174496,34.16133558883459
bctech2058.txt,640,319.99984000008,0.8874999986132812,128.3549359994773
bctech2059.txt,436,217.99989100005448,0.8646788970993603,87.54582795886154
bctech2060.txt,397,66.16665563889073,0.9017632219099163,26.82736754432026
bctech2061.txt,794,37.80952200907038,0.8463476059869678,15.46234784602294
bctech2062.txt,666,47.571425173469635,0.843843842576811,19.36610760641858
bctech2063.txt,671,31.952379430839073,0.8614008929040226,13.125512129497238
bctech2064.txt,510,42.499996458333634,0.8705882335870819,17.348233876768287
bctech2065.txt,525,47.72726838843015,0.8838095221260771,19.444431164222493
bctech2066.txt,349,69.79998604000279,0.8739254989285803,28.269564615572552
bctech2067.txt,577,52.45454068595085,0.8648180227646135,21.327743483486188
bctech2068.txt,497,38.23076628994106,0.8591549278487829,15.635968487115939
bctech2069.txt,331,66.19998676000264,0.8761329278666679,26.830447875147726
bctech2070.txt,266,66.49998337500415,0.8609022524026231,26.94435425096271
bctech2071.txt,265,52.99998940000212,0.8905660343752225,21.55622217375094
bctech2072.txt,310,103.33329888890036,0.8580645133610822,41.67654536090458
bctech2073.txt,223,74.33330855556382,0.9013452874379135,30.093861537200695
bctech2074.txt,332,47.42856465306219,0.8704819250889099,19.31961863126044
bctech2075.txt,494,37.99999707692331,0.8299595124899605,15.53198263576531
bctech2076.txt,548,60.88888212345755,0.8795620421905802,24.70737766625925
bctech2077.txt,567,47.24999606250033,0.82186948708665,19.228746219834793
bctech2078.txt,611,43.64285402551043,0.8314238938929233,17.789711167761343
bctech2079.txt,506,33.73333108444459,0.865612646510647,13.839577492382098
bctech2080.txt,458,91.59998168000367,0.8973799107044107,36.998944636283234
bctech2081.txt,909,45.44999772750011,0.8756875677935231,18.530274118117454
bctech2082.txt,560,69.9999912500011,0.8446428556345663,28.337853642254267
bctech2083.txt,494,37.99999707692331,0.8866396743185432,15.55465470049674
bctech2084.txt,315,314.999685000315,0.8888888860670194,126.35542955455283
bctech2085.txt,560,50.90908628099216,0.8357142842219388,20.697920226085643
bctech2086.txt,500,99.999980000004,0.861999998276,40.34479199931201
bctech2087.txt,438,145.99995133334954,0.8972602719240633,58.75888464210945
bctech2088.txt,402,80.39998392000321,0.8905472614663004,32.5162124725878
bctech2089.txt,499,55.44443828395131,0.8436873730587428,22.51525026280402
bctech2090.txt,615,153.7499615625096,0.8926829253777513,61.85705779515495
bctech2091.txt,558,79.71427432653223,0.8136200702264873,32.21115775870349
bctech2092.txt,340,113.33329555556814,0.8852941150432526,45.68743586824456
bctech2093.txt,422,70.33332161111306,0.8578199031805216,28.476456605717438
bctech2094.txt,434,433.999566000434,0.8824884772292892,173.95282179106533
bctech2095.txt,363,362.999637000363,0.8677685926507752,145.54696223720552
bctech2096.txt,376,375.999624000376,0.8590425509068017,150.74346662051312
bctech2097.txt,402,80.39998392000321,0.8855721371005668,32.51422242284151
bctech2098.txt,495,35.357140331632834,0.8484848467707377,14.48225007136143
bctech2099.txt,512,46.54545031404997,0.8476562483444214,18.957242624957757
bctech2100.txt,448,111.99997200000699,0.8437499981166294,45.137488799249454
bctech2101.txt,483,241.49987925006036,0.8633540354795983,96.94529331421599
bctech2102.txt,1106,78.99999435714327,0.8481012650559662,31.93923824887969
bctech2103.txt,1164,61.26315467036028,0.8548109958292001,24.84718626647579
bctech2104.txt,370,92.49997687500577,0.8783783760043827,37.35134210040406
bctech2105.txt,517,43.083329743055856,0.8742746598176505,17.583041761149403
bctech2106.txt,354,88.49997787500553,0.892655364710013,35.757053295886216
bctech2107.txt,489,97.7999804400039,0.8425357855980863,39.4570064902408
bctech2108.txt,353,70.59998588000282,0.8951841334414047,28.59806800537769
bctech2109.txt,583,97.16665047222492,0.8850771854458367,39.2206910630683
bctech2110.txt,359,89.7499775625056,0.8774373234611774,36.250965954386714
bctech2111.txt,461,57.62499279687591,0.8459869829805055,23.388391911942566
bctech2112.txt,379,126.33329122223626,0.8654353539170572,50.87949063046133
bctech2113.txt,548,78.28570310204242,0.8558394144966434,31.656617006615626
bctech2114.txt,350,58.33332361111273,0.8771428546367347,23.684186586299788
bctech2115.txt,1015,44.13043286389422,0.8679802947113495,17.99936526344223
bctech2116.txt,702,38.99999783333345,0.8632478620181654,15.945298278140648
bctech2117.txt,382,42.44443972839559,0.8769633484896248,17.328561230754087
bctech2118.txt,351,116.99996100001299,0.8774928749928979,47.150981550002356
bctech2119.txt,433,48.1111057654327,0.861431868680296,19.5890150536452
bctech2120.txt,592,118.39997632000474,0.839527025608907,47.69580133824546
bctech2121.txt,630,89.99998714285898,0.8634920621214411,36.34539168199217
bctech2122.txt,489,61.12499235937596,0.8588957037650394,24.793555225256398
bctech2123.txt,685,114.16664763889206,0.8729926994554851,46.01585613533902
bctech2124.txt,321,160.4999197500401,0.8909657293116332,64.5563541917407
bctech2125.txt,445,111.24997218750696,0.8741573014063881,44.849651795565336
bctech2126.txt,764,40.21052419944609,0.818062826154368,16.411434810240184
bctech2127.txt,1296,51.83999792640008,0.8433641968801201,21.07334484931208
bctech2128.txt,779,43.27777537345692,0.8908857498191454,17.667464449310426
bctech2129.txt,202,201.99979800020202,0.8960395995245565,81.15833503989063
bctech2130.txt,234,233.99976600023402,0.8888888850902185,93.9554619541297
bctech2131.txt,259,129.49993525003237,0.8996138961404869,52.15981965846915
bctech2132.txt,249,124.49993775003112,0.895582325720553,50.15820803030067
bctech2133.txt,202,201.99979800020202,0.8960395995245565,81.15833503989063
bctech2134.txt,222,110.99994450002774,0.9054054013270028,44.7621399605419
bctech2135.txt,767,109.57141291836957,0.8070404161577048,44.15138133381092
bctech2136.txt,275,68.7499828125043,0.887272724046281,27.854902214620235
bctech2137.txt,631,70.11110332098852,0.8510301095863231,28.384853372229937
bctech2138.txt,350,87.49997812500547,0.8628571403918367,35.34513410615892
bctech2139.txt,554,55.399994460000556,0.8483754497321743,22.499347963893094
bctech2140.txt,542,180.66660644446452,0.8431734301786468,72.60391194985726
bctech2141.txt,454,64.85713359183806,0.872246694113994,26.291752114380827
bctech2142.txt,446,74.33332094444651,0.8632286976160791,30.07861985682504
bctech2143.txt,351,116.99996100001299,0.8888888863564419,47.15553995454778
bctech2144.txt,364,121.33329288890236,0.895604393143944,48.891558912818525
bctech2145.txt,325,108.33329722223425,0.8799999972923077,43.685318887810624
bctech2146.txt,324,107.999964000012,0.8888888861454047,43.555541154462965
bctech2147.txt,344,42.999994625000674,0.8372092998918335,17.534881569957005
bctech2148.txt,385,192.4999037500481,0.8571428549165121,77.34281864198584
bctech2149.txt,361,120.33329322223558,0.8808864241526692,48.4856718585553
bctech2150.txt,496,41.33332988888918,0.866935482123114,16.880106148404916
bctech2151.txt,960,36.92307550295863,0.8635416657671441,15.114646867490311
bctech2152.txt,610,67.77777024691443,0.8573770477747917,27.454058917875688
bctech2153.txt,916,76.33332697222276,0.8744541475169715,30.883112447895897
bctech2154.txt,1414,37.21052533656513,0.8599717108486762,15.228198818965522
bctech2155.txt,482,80.33331994444667,0.831950205742842,32.466108060075804
bctech2156.txt,255,254.99974500025502,0.9568627413456363,102.38264309664027
bctech2157.txt,266,88.66663711112096,0.8157894706173329,35.79297063269532
